type,geometry,properties
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.56904,35.75436 ] }","{ ""name"": ""+35.75_+139.57""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.58579,35.74941 ] }","{ ""name"": ""+35.75_+139.59""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.65705,35.75465 ] }","{ ""name"": ""+35.75_+139.66""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.71092,35.74914 ] }","{ ""name"": ""+35.75_+139.71""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.46330,35.75809 ] }","{ ""name"": ""+35.76_+139.46""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.48087,35.76060 ] }","{ ""name"": ""+35.76_+139.48""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.49864,35.76187 ] }","{ ""name"": ""+35.76_+139.50""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.51647,35.76187 ] }","{ ""name"": ""+35.76_+139.52""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.53424,35.76061 ] }","{ ""name"": ""+35.76_+139.53""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.55181,35.75810 ] }","{ ""name"": ""+35.76_+139.55""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.71702,35.76274 ] }","{ ""name"": ""+35.76_+139.72""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.65705,35.76913 ] }","{ ""name"": ""+35.77_+139.66""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.65860,35.78354 ] }","{ ""name"": ""+35.78_+139.66""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.72456,35.77585 ] }","{ ""name"": ""+35.78_+139.72""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.73348,35.78839 ] }","{ ""name"": ""+35.79_+139.73""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.77778,35.79272 ] }","{ ""name"": ""+35.79_+139.78""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.66170,35.79780 ] }","{ ""name"": ""+35.80_+139.66""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.74371,35.80024 ] }","{ ""name"": ""+35.80_+139.74""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.66632,35.81178 ] }","{ ""name"": ""+35.81_+139.67""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.75518,35.81133 ] }","{ ""name"": ""+35.81_+139.76""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.76780,35.82157 ] }","{ ""name"": ""+35.82_+139.77""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.67242,35.82538 ] }","{ ""name"": ""+35.83_+139.67""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.78147,35.83087 ] }","{ ""name"": ""+35.83_+139.78""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.83249,35.82991 ] }","{ ""name"": ""+35.83_+139.83""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.67997,35.83850 ] }","{ ""name"": ""+35.84_+139.68""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.79610,35.83917 ] }","{ ""name"": ""+35.84_+139.80""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.68889,35.85103 ] }","{ ""name"": ""+35.85_+139.69""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.81156,35.84641 ] }","{ ""name"": ""+35.85_+139.81""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.69913,35.86289 ] }","{ ""name"": ""+35.86_+139.70""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.71061,35.87398 ] }","{ ""name"": ""+35.87_+139.71""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.72324,35.88421 ] }","{ ""name"": ""+35.88_+139.72""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.73693,35.89351 ] }","{ ""name"": ""+35.89_+139.74""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.75156,35.90181 ] }","{ ""name"": ""+35.90_+139.75""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 139.76704,35.90905 ] }","{ ""name"": ""+35.91_+139.77""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 84.94119,36.50768 ] }","{ ""name"": ""+36.51_+084.94""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 134.91231,36.81130 ] }","{ ""name"": ""+36.81_+134.91""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -123.82267,36.87553 ] }","{ ""name"": ""+36.88_-123.82""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 88.62456,37.28887 ] }","{ ""name"": ""+37.29_+088.62""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -124.89552,37.42272 ] }","{ ""name"": ""+37.42_-124.90""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -124.90760,37.42549 ] }","{ ""name"": ""+37.43_-124.91""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 143.03696,37.50982 ] }","{ ""name"": ""+37.51_+143.04""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 131.20144,37.54985 ] }","{ ""name"": ""+37.55_+131.20""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -122.47417,37.66259 ] }","{ ""name"": ""+37.66_-122.47""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -122.48952,37.67045 ] }","{ ""name"": ""+37.67_-122.49""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 92.37936,37.95367 ] }","{ ""name"": ""+37.95_+092.38""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 143.82152,38.02663 ] }","{ ""name"": ""+38.03_+143.82""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 127.42234,38.17008 ] }","{ ""name"": ""+38.17_+127.42""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 96.19638,38.49710 ] }","{ ""name"": ""+38.50_+096.20""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -127.11909,38.50167 ] }","{ ""name"": ""+38.50_-127.12""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 145.26572,38.58543 ] }","{ ""name"": ""+38.59_+145.27""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 141.46626,38.60526 ] }","{ ""name"": ""+38.61_+141.47""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 137.78565,38.65297 ] }","{ ""name"": ""+38.65_+137.79""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 145.19561,38.65986 ] }","{ ""name"": ""+38.66_+145.20""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 123.58490,38.66728 ] }","{ ""name"": ""+38.67_+123.58""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 100.06464,38.91493 ] }","{ ""name"": ""+38.91_+100.06""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -128.24004,39.01804 ] }","{ ""name"": ""+39.02_-128.24""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -128.24898,39.02510 ] }","{ ""name"": ""+39.03_-128.25""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 119.70072,39.03750 ] }","{ ""name"": ""+39.04_+119.70""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -77.47340,39.04303 ] }","{ ""name"": ""+39.04_-077.47""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 141.72344,39.07810 ] }","{ ""name"": ""+39.08_+141.72""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 146.38928,39.10007 ] }","{ ""name"": ""+39.10_+146.39""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -77.49820,39.09762 ] }","{ ""name"": ""+39.10_-077.50""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -77.54561,39.14234 ] }","{ ""name"": ""+39.14_-077.55""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 103.97158,39.20376 ] }","{ ""name"": ""+39.20_+103.97""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 144.31818,39.19877 ] }","{ ""name"": ""+39.20_+144.32""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 141.85313,39.21598 ] }","{ ""name"": ""+39.22_+141.85""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 142.18169,39.23210 ] }","{ ""name"": ""+39.23_+142.18""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 115.78287,39.27772 ] }","{ ""name"": ""+39.28_+115.78""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 141.76705,39.28283 ] }","{ ""name"": ""+39.28_+141.77""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 144.54784,39.30758 ] }","{ ""name"": ""+39.31_+144.55""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -125.78575,39.30821 ] }","{ ""name"": ""+39.31_-125.79""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 107.90341,39.36121 ] }","{ ""name"": ""+39.36_+107.90""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 111.84549,39.38593 ] }","{ ""name"": ""+39.39_+111.85""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 147.15355,39.64553 ] }","{ ""name"": ""+39.65_+147.15""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 137.24456,39.97780 ] }","{ ""name"": ""+39.98_+137.24""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -130.56311,40.03124 ] }","{ ""name"": ""+40.03_-130.56""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 148.71774,40.10959 ] }","{ ""name"": ""+40.11_+148.72""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 148.65129,40.18401 ] }","{ ""name"": ""+40.18_+148.65""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -131.73397,40.51355 ] }","{ ""name"": ""+40.51_-131.73""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -131.74009,40.52508 ] }","{ ""name"": ""+40.53_-131.74""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 149.89128,40.59000 ] }","{ ""name"": ""+40.59_+149.89""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 136.81014,40.66274 ] }","{ ""name"": ""+40.66_+136.81""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -73.89863,40.68545 ] }","{ ""name"": ""+40.69_-073.90""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -73.91410,40.69393 ] }","{ ""name"": ""+40.69_-073.91""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -73.92854,40.70340 ] }","{ ""name"": ""+40.70_-073.93""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -73.94184,40.71379 ] }","{ ""name"": ""+40.71_-073.94""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -73.94685,40.73035 ] }","{ ""name"": ""+40.73_-073.95""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -73.96461,40.73699 ] }","{ ""name"": ""+40.74_-073.96""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -73.97391,40.74963 ] }","{ ""name"": ""+40.75_-073.97""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -74.12068,40.76774 ] }","{ ""name"": ""+40.77_-074.12""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -74.11391,40.78127 ] }","{ ""name"": ""+40.78_-074.11""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -73.97192,40.78504 ] }","{ ""name"": ""+40.79_-073.97""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -74.10873,40.79520 ] }","{ ""name"": ""+40.80_-074.11""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -74.10516,40.80942 ] }","{ ""name"": ""+40.81_-074.11""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -74.10325,40.82382 ] }","{ ""name"": ""+40.82_-074.10""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -74.10300,40.83829 ] }","{ ""name"": ""+40.84_-074.10""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -74.10443,40.85273 ] }","{ ""name"": ""+40.85_-074.10""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -129.23899,40.84956 ] }","{ ""name"": ""+40.85_-129.24""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -74.10751,40.86701 ] }","{ ""name"": ""+40.87_-074.11""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -74.11222,40.88104 ] }","{ ""name"": ""+40.88_-074.11""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -74.11854,40.89470 ] }","{ ""name"": ""+40.89_-074.12""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -74.12641,40.90790 ] }","{ ""name"": ""+40.91_-074.13""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -74.13577,40.92052 ] }","{ ""name"": ""+40.92_-074.14""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 143.71655,41.99681 ] }","{ ""name"": ""+41.00_+143.72""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 150.64026,41.16477 ] }","{ ""name"": ""+41.16_+150.64""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 147.31754,41.19529 ] }","{ ""name"": ""+41.20_+147.32""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 147.57886,41.28127 ] }","{ ""name"": ""+41.28_+147.58""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.86094,41.37584 ] }","{ ""name"": ""+41.38_+135.86""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 143.29642,41.39250 ] }","{ ""name"": ""+41.39_+143.30""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -134.15947,41.45429 ] }","{ ""name"": ""+41.45_-134.16""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 152.32226,41.52670 ] }","{ ""name"": ""+41.53_+152.32""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 152.26002,41.60082 ] }","{ ""name"": ""+41.60_+152.26""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -79.61983,41.83233 ] }","{ ""name"": ""+41.83_-079.62""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 143.58039,41.85962 ] }","{ ""name"": ""+41.86_+143.58""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -135.38125,41.89916 ] }","{ ""name"": ""+41.90_-135.38""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 144.26381,41.92199 ] }","{ ""name"": ""+41.92_+144.26""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -135.38499,41.91531 ] }","{ ""name"": ""+41.92_-135.38""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 153.54677,41.96949 ] }","{ ""name"": ""+41.97_+153.55""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 143.62966,42.06472 ] }","{ ""name"": ""+42.06_+143.63""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -132.85077,42.28316 ] }","{ ""name"": ""+42.28_-132.85""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 154.28627,42.57400 ] }","{ ""name"": ""+42.57_+154.29""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 135.47428,42.73654 ] }","{ ""name"": ""+42.74_+135.47""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -137.91031,42.76046 ] }","{ ""name"": ""+42.76_-137.91""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 156.08131,42.82637 ] }","{ ""name"": ""+42.83_+156.08""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 156.02382,42.89986 ] }","{ ""name"": ""+42.90_+156.02""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 159.99362,43.99798 ] }","{ ""name"": ""+43.00_+159.99""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 150.50158,43.10917 ] }","{ ""name"": ""+43.11_+150.50""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -139.18306,43.16440 ] }","{ ""name"": ""+43.16_-139.18""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 150.79473,43.17058 ] }","{ ""name"": ""+43.17_+150.79""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -139.18497,43.18531 ] }","{ ""name"": ""+43.19_-139.18""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 157.35676,43.22804 ] }","{ ""name"": ""+43.23_+157.36""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 134.97715,43.44090 ] }","{ ""name"": ""+43.44_+134.98""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -75.91990,43.51380 ] }","{ ""name"": ""+43.51_-075.92""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -75.92480,43.54692 ] }","{ ""name"": ""+43.55_-075.92""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -136.62355,43.59830 ] }","{ ""name"": ""+43.60_-136.62""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -76.09824,43.67996 ] }","{ ""name"": ""+43.68_-076.10""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 158.09340,43.86247 ] }","{ ""name"": ""+43.86_+158.09""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -141.81456,43.93914 ] }","{ ""name"": ""+43.94_-141.81""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 133.76907,44.06386 ] }","{ ""name"": ""+44.06_+133.77""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 159.94136,44.07049 ] }","{ ""name"": ""+44.07_+159.94""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 145.28968,44.14815 ] }","{ ""name"": ""+44.15_+145.29""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -76.37516,44.14533 ] }","{ ""name"": ""+44.15_-076.38""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -143.13710,44.29864 ] }","{ ""name"": ""+44.30_-143.14""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -143.13783,44.32439 ] }","{ ""name"": ""+44.32_-143.14""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 161.31874,44.35502 ] }","{ ""name"": ""+44.36_+161.32""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -81.87726,44.48280 ] }","{ ""name"": ""+44.48_-081.88""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 146.52784,44.57098 ] }","{ ""name"": ""+44.57_+146.53""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 145.60530,44.60851 ] }","{ ""name"": ""+44.61_+145.61""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 145.74930,44.74475 ] }","{ ""name"": ""+44.74_+145.75""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -140.55636,44.78403 ] }","{ ""name"": ""+44.78_-140.56""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 145.66204,44.81373 ] }","{ ""name"": ""+44.81_+145.66""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 153.88592,44.92917 ] }","{ ""name"": ""+44.93_+153.89""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 154.21051,44.96417 ] }","{ ""name"": ""+44.96_+154.21""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -145.86721,44.97974 ] }","{ ""name"": ""+44.98_-145.87""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 162.05985,45.01916 ] }","{ ""name"": ""+45.02_+162.06""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 164.05392,45.03095 ] }","{ ""name"": ""+45.03_+164.05""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 164.00732,45.10209 ] }","{ ""name"": ""+45.10_+164.01""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -147.23690,45.29134 ] }","{ ""name"": ""+45.29_-147.24""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -147.23723,45.32199 ] }","{ ""name"": ""+45.32_-147.24""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 165.42602,45.33991 ] }","{ ""name"": ""+45.34_+165.43""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 133.53998,45.46549 ] }","{ ""name"": ""+45.47_+133.54""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -144.64406,45.82935 ] }","{ ""name"": ""+45.83_-144.64""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -150.05871,45.87197 ] }","{ ""name"": ""+45.87_-150.06""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 168.25244,45.91503 ] }","{ ""name"": ""+45.92_+168.25""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 168.21181,45.98436 ] }","{ ""name"": ""+45.98_+168.21""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 166.17946,46.03314 ] }","{ ""name"": ""+46.03_+166.18""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -151.47133,46.13242 ] }","{ ""name"": ""+46.13_-151.47""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 169.66719,46.17267 ] }","{ ""name"": ""+46.17_+169.67""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -151.47212,46.16797 ] }","{ ""name"": ""+46.17_-151.47""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 132.96869,46.18697 ] }","{ ""name"": ""+46.19_+132.97""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -78.05400,46.24292 ] }","{ ""name"": ""+46.24_-078.05""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -78.06651,46.27350 ] }","{ ""name"": ""+46.27_-078.07""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -78.25119,46.40372 ] }","{ ""name"": ""+46.40_-078.25""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -154.37459,46.60626 ] }","{ ""name"": ""+46.61_-154.37""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 157.48502,46.64281 ] }","{ ""name"": ""+46.64_+157.49""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 172.57443,46.64068 ] }","{ ""name"": ""+46.64_+172.57""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 157.83984,46.64951 ] }","{ ""name"": ""+46.65_+157.84""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 131.47972,46.71010 ] }","{ ""name"": ""+46.71_+131.48""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 172.53993,46.70778 ] }","{ ""name"": ""+46.71_+172.54""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -148.87661,46.72362 ] }","{ ""name"": ""+46.72_-148.88""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -155.82426,46.81261 ] }","{ ""name"": ""+46.81_-155.82""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 174.02586,46.84408 ] }","{ ""name"": ""+46.84_+174.03""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -155.82644,46.85300 ] }","{ ""name"": ""+46.85_-155.83""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -78.56213,46.86299 ] }","{ ""name"": ""+46.86_-078.56""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 147.47687,46.86577 ] }","{ ""name"": ""+46.87_+147.48""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 170.44111,46.89386 ] }","{ ""name"": ""+46.89_+170.44""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -84.34759,47.08461 ] }","{ ""name"": ""+47.08_-084.35""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 149.00594,47.17099 ] }","{ ""name"": ""+47.17_+149.01""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -158.79539,47.17413 ] }","{ ""name"": ""+47.17_-158.80""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 177.00015,47.19950 ] }","{ ""name"": ""+47.20_+177.00""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 176.97178,47.26393 ] }","{ ""name"": ""+47.26_+176.97""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 147.82999,47.31809 ] }","{ ""name"": ""+47.32_+147.83""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -160.27461,47.32390 ] }","{ ""name"": ""+47.32_-160.27""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 178.48071,47.34621 ] }","{ ""name"": ""+47.35_+178.48""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -160.27915,47.36900 ] }","{ ""name"": ""+47.37_-160.28""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 147.98352,47.45306 ] }","{ ""name"": ""+47.45_+147.98""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ -153.23869,47.45690 ] }","{ ""name"": ""+47.46_-153.24""}"
Feature,"{ ""type"": ""Point"",""coordinates"": [ 147.89643,47.52311 ] }","{ ""name"": ""+47.52_+147.90""}"
